compid;compid;composito;holeid;midx;midy;midz;sampleid;campana;starkey_min;bwi_kwh_tc;bwi_kwh_tm;ai_;rec_cut_pct;rec_as_pct;rec_ag_pct;rec_zn_pct;rec_peso_pct;velsed_cf12_mh;pct_sol_finalescf;velsed_sflo_mh;sol_finalessf_pct;ys54pct_pa;ys57pct_pa;ys60pct_pa;ph_natural;lito;alte;piso;uge;ind88;ugm_starkey;ugm_wi;ugm_rec_cu;ugm_rec_as;ugm_rec_ag;ugm_rec_ag_a;ugm_rec_zn;ugm_velsed;ugm_ys;kcuklimpel;kagklimpel;kcugz;kaggz;recmasicacf_12min;recmasicatf_12min;bo;cs;cpy;cv;esf;en;py;tetra;ten;ag;as;au;cut;cus;fet;mo;pb;sb;zn
compid;compid;PGD21_LAB_051;MHDD0413;8577.169;24497.232;2167.275;PGD21_LAB_05;PGD2021;23.32;13.47;14.85;-99;95.47;92.41;81.05;88.85;27.4;13.6;57.3;0.185;47.97;3.32;8.69;14.03;8.02;Dacita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;0.913;-99;0.364;0.245;31.804;27.398;-99;-99;-99;-99;-99;-99;-99;-99;-99;0.001;0.026;0.02;0.5;0.05;5.91;0.001;0.016;0.002;0.319
compid;compid;PGD21_LAB_052;MHDD0409;8627.913;24550.637;2142.35;PGD21_LAB_05;PGD2021;29.79;11.62;12.81;-99;85.58;86.26;78.86;88.24;29.77;31.14;66.73;0.299;60.84;0.2;0.74;2.63;7.48;Brecha Hidro;Argilica Ava;AAS;C5;0;5;5;5;3;3;3;3;23;5;0.827;-99;0.404;0.373;32.454;29.769;-99;-99;-99;-99;-99;-99;-99;-99;-99;0.001;0.037;0.19;0.37;0.03;9.38;0.002;0.039;0.009;0.277
compid;compid;PGD21_LAB_053;MHDD0245;9146.751;24123.578;2068.482;PGD21_LAB_05;PGD2021;42.43;11.6;12.79;-99;90.42;86.19;89.04;91.85;29.95;10.13;50.2;0.19;45.73;5.83;11.19;16;7.1;Andesita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;6;6;1.005;-99;0.446;0.431;29.601;29.947;0;0.96;0.05;0;1.03;0.03;15.6;0;0.02;0.001;0.025;0.03;0.81;0.11;6.28;0.001;0.211;0.001;0.743
compid;compid;PGD21_LAB_054;MHDD0245;9149.672;24123.491;2062.397;PGD21_LAB_05;PGD2021;61.87;12.96;14.29;-99;96.06;95.28;88.55;93.34;25.72;6.86;48.59;0.141;38.25;15.02;20.85;22.59;7.19;Andesita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;6;6;2.253;-99;0.895;0.695;24.667;25.716;0;0.96;0.05;0;1.03;0.03;15.6;0;0.02;0.001;0.025;0.03;0.81;0.11;6.28;0.001;0.211;0.001;0.743
compid;compid;PGD21_LAB_055;MHDD0227;8951.397;23901.904;2126.89;PGD21_LAB_05;PGD2021;43.67;14.4;15.87;-99;94.33;98.55;90.65;87.39;24.43;1.7;42.09;0.108;31.49;21.4;28.07;33.68;7.9;Brecha Ignea;Filica;AAS;C5;1;3;3;3;3;3;3;3;23;3;1.914;-99;0.796;0.599;24.878;24.431;0.04;0.91;0;0;0.25;0.15;5.44;0;0.04;0.001;0.075;0.11;1.06;0.2;3.01;0.001;0.057;0.011;0.159
compid;compid;PGD21_LAB_056;MHDD0227;8961.127;23902.129;2106.604;PGD21_LAB_05;PGD2021;65.16;16.93;18.67;-99;94.43;98.26;91.75;92.86;22.64;3.74;46.67;0.104;35.08;17.52;20.43;26.18;7.74;Andesita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;6;5;2.973;-99;1.113;0.921;22.113;22.643;0;0.99;0.01;0;0.46;0.25;10.99;0;0.01;0.001;0.08;0.05;0.98;0.19;4.3;0.001;0.059;0;0.297
compid;compid;PGD21_LAB_057;MHDD0227;8970.856;23902.343;2086.318;PGD21_LAB_05;PGD2021;43.71;15.53;17.12;-99;95.17;97.92;92.27;96.66;20.97;1.76;43.01;0.103;31.05;7.12;8.48;12.09;7.82;Brecha Hidro;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;2.578;-99;1.004;0.768;22.274;20.968;0.09;0.84;0.01;0;0.53;0.25;5.98;0.01;0.48;0.001;0.075;0.05;0.69;0.08;2.92;0.001;0.047;0.001;0.376
compid;compid;PGD21_LAB_058;MHDD0227;8989.084;23902.842;2048.483;PGD21_LAB_05;PGD2021;56.55;16.68;18.39;-99;93.16;96.04;80.32;92.38;16.28;2.29;48.62;0.081;34.86;22.44;26.28;34.15;7.87;Andesita;Argilica Ava;BAS;C1;1;4;4;4;4;6;6;2;6;6;3.625;-99;1.318;1.184;15.988;16.276;0;0.27;0.02;0;0.43;0.04;5.26;0;0.03;0.001;0.06;0.03;0.64;0.04;2.25;0.001;0.023;0;0.5
compid;compid;PGD21_LAB_059;MHDD0227;8991.695;23902.881;2043.081;PGD21_LAB_05;PGD2021;41.81;14.99;16.52;-99;95.82;96.53;88.28;97.42;21.2;3.72;49.53;0.081;34.24;18.69;28.96;34.89;7.61;Brecha Hidro;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;2.93;-99;1.123;0.963;20.042;21.196;0;0.52;0.02;0;0.9;0.24;7.43;0;0.01;0.001;0.077;0.02;0.63;0.09;3.87;0.001;0.051;0.002;0.772
compid;compid;PGD21_LAB_060;MHDD0217;8840.499;23824.705;2137.124;PGD21_LAB_06;PGD2021;42.86;12.85;14.16;-99;91.87;90.62;69.7;78.3;18.7;2.48;45.43;0.074;34.17;19.8;29.67;41.99;7.85;Andesita;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;2;1.763;-99;0.741;0.699;17.067;18.704;0;0.65;0.01;0;0.24;0.03;5.2;0;0.02;0.001;0.018;0.04;1.63;0.06;3.01;0.005;0.118;0.001;0.117
compid;compid;PGD21_LAB_061;MHDD0217;8873.375;23825.73;2080.773;PGD21_LAB_06;PGD2021;47.83;17.59;19.39;-99;92.21;87.99;87.32;93.59;20.94;1.72;44.09;0.076;32.9;8.46;10.54;12.67;7.86;Brecha Hidro;Argilica Ava;MIX;C5;1;1;1;2;2;2;2;1;1;1;2.084;-99;0.834;0.814;21.022;20.944;0;0.46;0;0;0.35;0.03;7.25;0;0.01;0.001;0.014;0.12;0.59;0.11;3.76;0.001;0.146;0.003;0.281
compid;compid;PGD21_LAB_062;MHDD0217;8880.876;23825.9;2067.785;PGD21_LAB_06;PGD2021;22.1;13.75;15.16;-99;95.68;96.91;90.43;96.06;31.82;4.74;48.7;0.106;36.97;5.93;18.2;21.76;7.3;Brecha Hidro;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;1.697;-99;0.672;0.541;31.917;31.815;0;0.33;0;0;0.33;0.03;6.84;0.01;0.04;0.001;0.019;0.12;3.44;0.09;4.53;0.001;0.151;0.009;0.203
compid;compid;PGD21_LAB_063;MHDD0229;8819.19;23923.969;2109.431;PGD21_LAB_06;PGD2021;30.66;12.04;13.27;-99;80.23;56.74;62.36;34.58;21.64;1.65;43.27;0.345;36.69;28;39.99;46.25;8.26;Andesita;Argilica;BAS;C5;0;5;5;5;4;5;5;2;6;6;0.81;-99;0.377;0.416;23.578;21.638;0;1.38;0.02;0;0.53;0.04;7.27;0;0;0.001;0.016;0.05;2.02;0.1;3.37;0.001;0.048;0.001;0.211
compid;compid;PGD21_LAB_064;MHDD0229;8840.582;23922.26;2063.168;PGD21_LAB_06;PGD2021;60.09;17.21;18.98;-99;95.38;97.48;87.47;90.97;12.25;6.59;48.03;0.168;42.58;11.37;19.33;35.82;7.72;Andesita;Filica;BAS;C1;1;3;3;4;4;6;6;2;4;2;5.514;-99;1.762;1.371;14.042;12.253;0.26;1.1;0.5;0;0.69;0.1;9.62;0.03;0.06;0.001;0.026;0.07;0.38;0.12;5.06;0.001;0.073;0.006;0.48
compid;compid;PGD21_LAB_065;MHDD0229;8845.687;23921.781;2052.319;PGD21_LAB_06;PGD2021;54.05;14.04;15.48;-99;97.79;98.16;89.58;95.64;19.28;8.74;52.67;0.222;49.49;5.48;10.66;29.17;7.38;Dique de Por;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;2.786;-99;1.029;0.699;20.046;19.278;0.3;1.1;0.15;0;0.57;0.08;9.13;0.03;0.12;0.001;0.035;0.06;0.64;0.12;5.03;0.001;0.052;0.004;0.441
compid;compid;PGD21_LAB_066;MHDD0229;8852.094;23921.115;2038.772;PGD21_LAB_06;PGD2021;59.45;15.19;16.75;-99;97.72;97.99;92.95;91.56;26.81;9.06;51.11;0.248;48.14;6.65;13.46;29.83;7.32;Brecha Hidro;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;2.264;-99;0.854;0.723;27.527;26.813;0;0.6;0.02;0;0.54;0.24;7.53;0.03;0.19;0.001;0.034;0.02;0.96;0.06;4.05;0.001;0.093;0.003;0.393
compid;compid;PGD21_LAB_067;MHDD0198;9253.864;24358.185;2031.381;PGD21_LAB_06;PGD2021;33.12;10.93;12.05;-99;92.99;49.94;92.84;92.52;23.04;8.67;55.34;0.162;47.31;1.51;6.72;9.71;7.9;Andesita;Argilica Ava;BAS;BHX;1;5;5;3;4;5;5;3;6;4;1.065;-99;0.468;0.468;23.17;23.036;1.27;6.66;0.24;0.32;1.22;0.09;13.91;0.01;0.19;0.002;0.039;0.02;3.79;0.37;5.63;0.001;0.057;0.001;0.852
compid;compid;PGD21_LAB_068;MHDD0268;9072.375;24675.936;1869.738;PGD21_LAB_06;PGD2021;45.32;13.08;14.42;-99;84.4;19.69;68.81;85.59;15.53;8.53;54.9;0.163;45.23;2.99;7.43;12.78;7.92;Granodiorita;Argilica Ava;BAS;C1;0;4;4;5;4;6;6;2;5;6;2.368;-99;0.878;0.796;15.348;15.532;0;0.26;0.2;0;0.24;0.24;7.05;0.02;0;0.001;0.017;0.09;0.38;0.05;3.58;0.001;0.016;0.001;0.174
compid;compid;PGD21_LAB_069;MHDD0217;8836.671;23824.68;2143.574;PGD21_LAB_06;PGD2021;42.73;15.26;16.82;-99;95.35;95.83;75.38;79.28;17.6;8.13;53.18;0.088;37.87;3.78;7.56;10.88;8.04;Dacita;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;3;5.47;-99;1.749;0.667;18.193;17.599;0;1.78;0.03;0;0.21;0.11;9.56;0.01;0.21;0.001;0.019;0.04;1.8;0.11;4.31;0.002;0.111;0;0.107
compid;compid;PGD21_LAB_070;MHDD0211;8824.275;24236.745;2024.601;PGD21_LAB_07;PGD2021;38.57;14.75;16.26;-99;97.62;97.62;94.89;96.25;23.05;6.25;50.36;0.104;36.54;6.81;21.99;33.68;7.97;Dacita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;5;6;1.328;-99;0.489;0.446;21.972;23.047;0;1.24;0.02;0.23;0.5;0.04;9.36;0;0.03;0.001;0.019;0.1;1.4;0.08;4.89;0.001;0.106;0.007;0.46
compid;compid;PGD21_LAB_071;MHDD0260;9251.887;24316.11;2048.904;PGD21_LAB_07;PGD2021;26.55;11.59;12.78;-99;93.78;51.94;85.72;96.54;19.36;8.29;52.83;0.105;38.14;9.19;16.36;21.1;8.04;Andesita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;6;6;1.32;-99;0.54;0.457;20.004;19.364;1.32;3.42;0.21;0;0.84;0.05;11.79;0.05;0.05;0.003;0.031;0.02;3.08;0.25;4.69;0.001;0.056;0.023;0.522
compid;compid;PGD21_LAB_072;MHDD0260;9257.55;24315.604;2029.469;PGD21_LAB_07;PGD2021;21.7;12.19;13.44;-99;97.23;92.1;97.8;96.8;21.45;2.85;50.01;0.088;34.38;20.83;26.42;30.47;8.31;Andesita;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;2;1.813;-99;0.694;0.693;19.693;21.455;1.01;1.66;0.09;0;0.95;0.03;10.33;0.01;0.03;0.002;0.033;0.03;4.01;0.12;4.61;0.001;0.139;0.002;0.695
compid;compid;PGD21_LAB_073;MHDD0211;8860.117;24230.231;1942.308;PGD21_LAB_07;PGD2021;49.81;15.22;16.78;-99;97.55;96.6;90.49;95.49;17.78;12.94;54.52;0.122;40.24;7.13;8.6;14.08;7.86;Granodiorita;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;3;4.01;-99;1.439;1.137;17.468;17.781;-99;-99;-99;-99;-99;-99;-99;-99;-99;0.001;0.017;0.02;0.37;0.05;3.95;0.001;0.104;0.001;0.306
compid;compid;PGD21_LAB_074;MHDD0197;8904.556;24349.538;1977.39;PGD21_LAB_07;PGD2021;38.62;14.03;15.47;-99;96.84;96.44;87.48;93.55;15.19;12.65;55.32;0.124;40.99;1.66;10.02;8.89;7.72;Granodiorita;Filica;AAS;C5;1;3;3;3;3;3;3;3;23;3;3.994;-99;1.43;1.083;14.711;15.194;0;0.36;0.07;0;0.45;0.24;7.57;0.01;0;0.001;0.043;0.01;0.6;0.04;3.55;0.001;0.062;0.003;0.277
compid;compid;PGD21_LAB_075;MHDD0197;8914.723;24349.393;1952.378;PGD21_LAB_07;PGD2021;40.02;14.43;15.91;-99;94.75;95.12;90.41;88.03;23.31;17;59.56;0.134;47.21;2.09;6.07;7.9;7.37;Andesita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;6;5;2.109;-99;0.836;0.528;22.337;23.314;0;0.2;0.07;0;0.49;0.22;8.94;0.01;0;0.001;0.062;0.06;0.34;0.04;4.68;0.001;0.071;0.001;0.364
compid;compid;PGD21_LAB_076;MHDD0197;8925.125;24349.269;1927.463;PGD21_LAB_07;PGD2021;62.91;15.02;16.56;-99;91.91;96.48;86.61;80.85;13.63;25.08;58.77;0.16;47.82;1.3;2.77;3.2;7.68;Dacita;Filica;BAS;C1;1;3;3;4;4;6;6;2;4;3;3.61;-99;1.317;0.965;14.096;13.628;0;0.17;0.04;0;0.78;0.07;6.48;0.01;0.04;0.001;0.021;0.01;0.42;0.02;3.41;0.001;0.077;0.001;0.663
compid;compid;PGD21_LAB_077;MHDD0200;8877.078;24442.152;1943.555;PGD21_LAB_07;PGD2021;21;14.05;15.49;-99;94;96.04;56.01;90.33;14.51;7.8;51.52;0.073;34.63;12.46;23.91;38.83;7.72;Granodiorita;Filica;BAS;C1;1;3;3;4;4;6;6;2;4;3;5.01;-99;1.655;1.121;14.655;14.512;0.01;0.79;0.06;0;0.53;0.06;8.09;0;0.03;0.001;0.023;0.02;0.52;0.04;3.65;0.001;0.057;0;0.33
compid;compid;PGD21_LAB_078;MHDD0200;8880.378;24441.928;1935.997;PGD21_LAB_07;PGD2021;18.71;13.55;14.94;-99;93.27;85.01;83.34;94.33;20.01;9.09;56.57;0.127;42.13;4.77;10.43;15.27;7.42;Granodiorita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;5;6;2.856;-99;1.065;0.737;19.802;20.01;0;1.76;0.21;0;0.43;0.09;8.49;0;0;0.001;0.031;0.04;0.83;0.04;3.71;0.001;0.053;0.001;0.376
compid;compid;PGD21_LAB_079;MHDD0200;8885.185;24441.573;1925.008;PGD21_LAB_07;PGD2021;21.92;13.87;15.29;-99;97.17;98.29;88.53;91.07;15.84;12.72;52.33;0.113;40.94;5.68;12.47;25.57;7.58;Granodiorita;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;3;4.709;-99;1.605;1.106;15.71;15.837;0.09;0.62;0.02;0.04;0.49;0.1;8.89;0.01;0.02;0.001;0.02;0.02;0.8;0.06;3.78;0.001;0.053;0.004;0.408
compid;compid;PGD21_LAB_080;MHDD0193;8843.73;24074.045;2027.635;PGD21_LAB_08;PGD2021;28.75;15.52;17.11;0.12;96.93;97.1;95.99;90.71;14.26;7.68;50.67;0.048;27.17;10.3;17.14;27.43;7.67;Granodiorita;Filica;AAS;C5;1;3;3;3;3;3;3;3;23;3;5.539;-99;1.767;1.647;13.983;14.256;0;0.77;0.03;0;0.42;0.36;9.51;0.05;0.32;0.002;0.096;0.02;0.93;0.09;4.53;0.001;0.088;0.062;0.293
compid;compid;PGD21_LAB_081;MHDD0193;8846.318;24074.012;2023.067;PGD21_LAB_08;PGD2021;27.06;14.63;16.13;0.13;98.26;98;95.9;96.77;17.6;6.29;45.79;0.039;21.97;10.1;19.53;24.18;7.44;Brecha Hidro;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;3.543;-99;1.289;1.128;16.442;17.596;0.27;1.77;0.11;0;0.41;0.7;15.32;0.05;0.57;0.002;0.076;0.12;1.48;0.2;5.35;0.001;0.068;0.114;0.323
compid;compid;PGD21_LAB_082;MHDD0243;8877.449;24100.683;2017.235;PGD21_LAB_08;PGD2021;44.83;14.61;16.11;-99;94.79;95.4;88.9;95.3;21.06;22.44;51.67;0.145;39.1;7.29;10.3;18.63;7.34;Granodiorita;Filica;AAS;C5;1;3;3;3;3;3;3;3;23;3;1.773;-99;0.711;0.595;21.026;21.065;0;0.38;0.02;0;1.22;0.06;10.65;0.01;0.1;0.001;0.029;0.06;0.55;0.05;5.31;0.001;0.035;0.001;0.641
compid;compid;PGD21_LAB_083;MHDD0243;8888.9;24100.268;1988.7;PGD21_LAB_08;PGD2021;59.79;15.43;17.01;-99;93.95;96.74;85.59;92.73;21.65;22.62;53.53;0.114;36.79;6.74;9.47;17.32;7.48;Andesita;Argilica Ava;MIX;C5;1;1;1;2;2;2;2;1;1;1;2.25;-99;0.89;0.662;21.156;21.649;0;0.53;0.06;0;1.06;0.03;14.24;0.01;0.08;0.001;0.026;0.06;0.66;0.05;6.14;0.001;0.097;0.004;0.798
compid;compid;PGD21_LAB_084;MHDD0246;8890.531;24148.209;1975.815;PGD21_LAB_08;PGD2021;59.28;17.04;18.79;-99;95.85;94;85.55;89.36;15.61;13.21;52.56;0.112;35.26;10.18;17.02;27.67;7.44;Andesita;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;2;4.921;-99;1.636;1.242;15.145;15.608;0.4;2.1;0.17;0;1.49;0.43;11.58;0.01;0;0.001;0.072;0.02;1.44;0.05;6.09;0.001;0.069;0.004;1.44
compid;compid;PGD21_LAB_085;MHDD0250;8734.442;24193.776;2019.323;PGD21_LAB_08;PGD2021;44.84;13.77;15.18;-99;79.8;69.39;66.17;69.61;15.1;28.2;58.16;0.213;53.63;1.02;1.54;4.64;7.23;Granodiorita;Argilica Ava;MIX;C1;0;1;1;2;1;1;1;1;1;1;0.62;-99;0.316;0.274;14.288;15.095;0.1;0.3;0.09;0;0.25;0.05;16.62;0;0.16;0.001;0.026;0.02;0.55;0.05;8.04;0.001;0.019;0.001;0.246
compid;compid;PGD21_LAB_086;MHDD0250;8745.786;24193.135;1988.341;PGD21_LAB_08;PGD2021;32.76;13.83;15.24;-99;89.98;81.92;78.88;88.08;19.93;27.36;58.23;0.275;53.7;1.49;1.97;9.75;7.15;Granodiorita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;5;6;0.752;-99;0.324;0.258;20.987;19.933;0;0.36;0.04;0;0.4;0.03;11.01;0;0.1;0;0.023;0.06;0.02;0.06;4.62;0.001;0.025;0.001;0.265
compid;compid;PGD21_LAB_087;MHDD0229;8858.563;23920.401;2025.258;PGD21_LAB_08;PGD2021;71.68;16.41;18.09;-99;95.48;97.39;78.3;94.27;13.07;8.63;53;0.145;41.56;1.59;3.31;7.18;7.41;Dique de Por;Argilica Ava;BAS;C1;1;4;4;4;4;6;6;2;5;6;3.644;-99;1.332;0.947;14.059;13.069;0;0.6;0.02;0;0.54;0.24;7.53;0.03;0.19;0.001;0.034;0.02;0.96;0.06;4.05;0.001;0.093;0.003;0.393
compid;compid;PGD21_LAB_088;MHDD0193;8879.322;24072.778;1965.062;PGD21_LAB_08;PGD2021;67.52;17.24;19;-99;92.26;95.98;88.84;95.46;19.92;4.13;50.48;0.11;38.34;3.89;5.79;12.93;7.88;Porfido Feld;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;3;0.684;-99;0.273;0.26;20.157;19.918;0;0.2;0.01;0;0.89;0.08;8.09;0.01;0.07;0.001;0.056;0.02;0.38;0.04;4.91;0.001;0.036;0.001;0.696
compid;compid;PGD21_LAB_089;MHDD0193;8881.932;24072.704;1960.507;PGD21_LAB_08;PGD2021;67.85;17.6;19.41;-99;94.67;97.24;91.23;94.63;18.44;4.39;51.41;0.154;41.32;1.88;2.63;3.58;7.69;Porfido Feld;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;3;1.399;-99;0.607;0.47;18.681;18.44;0;0.65;0.1;0;0.89;0.06;11.29;0.01;0.16;0.001;0.038;0.1;0.54;0.06;5.62;0.001;0.086;0.002;0.566
compid;compid;PGD21_LAB_090;MHDD0193;8887.524;24072.484;1950.748;PGD21_LAB_09;PGD2021;52.87;16.42;18.11;-99;92.52;92.86;85.35;92.52;17.48;5.28;52.94;0.115;39.52;1.77;2.59;6.98;7.29;Porfido Feld;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;5;6;1.736;-99;0.71;0.56;17.387;17.478;0;0.65;0.1;0;0.89;0.06;11.29;0.01;0.16;0.001;0.038;0.1;0.54;0.06;5.62;0.001;0.086;0.002;0.566
compid;compid;PGD21_LAB_091;MHDD0193;8900.55;24071.818;1927.968;PGD21_LAB_09;PGD2021;39.74;15.13;16.68;0.06;96.71;84.99;94.01;93.85;20.47;5.83;49.73;0.095;34.92;5.43;10.11;15.13;7.69;Andesita;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;2;3.166;-99;1.204;1.126;20.098;20.467;0;0.11;0.02;0;1.05;0.15;8.09;0.01;0.15;0.001;0.031;0.1;0.3;0.04;4.27;0.002;0.098;0.003;0.758
compid;compid;PGD21_LAB_092;MHDD0243;8913.843;24099.523;1929.225;PGD21_LAB_09;PGD2021;48.85;15.79;17.41;-99;96.34;92.09;87.85;94.42;16.16;8.42;51.46;0.113;39.95;2.32;3.11;10.06;7.71;Porfido Feld;Filica;BAS;C1;1;3;3;4;4;6;6;2;4;3;2.438;-99;0.951;0.758;16.639;16.162;0.19;0.18;0.07;0;1.17;0.05;8.78;0.01;0.15;0.001;0.052;0.15;0.48;0.06;4.49;0.003;0.204;0.002;0.649
compid;compid;PGD21_LAB_093;MHDD0245;9173.8;24122.804;2012.421;PGD21_LAB_09;PGD2021;43.53;14.55;16.05;-99;95.16;87.41;83.68;73.33;13.45;4;45.72;0.094;34.27;9.68;15.62;29.77;7.77;Andesita;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;2;3.954;-99;1.411;1.025;13.555;13.451;0;0.5;0.01;0;0.68;0.09;9.94;0.01;0;0.001;0.021;0.06;1.31;0.07;4.73;0.002;0.148;0.001;0.523
compid;compid;PGD21_LAB_094;MHDD0245;9178.382;24122.704;2002.974;PGD21_LAB_09;PGD2021;28.19;12.59;13.88;0.12;90.7;93.52;78.58;93.67;22.69;13.08;54.62;0.163;48.74;3.51;10.15;13.3;7.24;Andesita;Argilica Ava;MIX;C5;1;1;1;2;2;2;2;1;1;1;0.821;-99;0.371;0.338;23.239;22.694;0.03;0.54;0;0;0.77;0.09;13.02;0.01;0.01;0.001;0.036;0.06;1.42;0.14;5.47;0.001;0.106;0.005;0.654
compid;compid;PGD21_LAB_095;MHDD0244;8668.529;24121.847;2008.312;PGD21_LAB_09;PGD2021;35.09;13.69;15.1;0.25;96.26;97.01;93.66;96.55;38.45;16.82;52.78;0.189;45.73;2.24;4.25;6.93;7.39;Brecha Hidro;Filica;MIX;C5;1;1;1;2;2;2;2;1;1;1;1.448;-99;0.565;0.548;38.103;38.446;0;0.3;0.08;0;0.62;0.04;15.03;0.04;0.22;0.001;0.006;0.04;0.62;0.07;8.19;0.001;0.083;0.003;0.694
compid;compid;PGD21_LAB_096;MHDD0244;8685.462;24120.51;1965.833;PGD21_LAB_09;PGD2021;53.3;16.44;18.13;-99;89.14;91.32;87.69;92.36;17.76;19.68;58.04;0.246;54.94;0.94;2.14;3.87;7.41;Andesita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;6;6;2.108;-99;0.83;0.563;18.514;17.759;0;0.64;0.05;0;0.72;0.07;13.45;0.01;0.27;0.001;0.056;0.11;0.78;0.1;8.01;0.001;0.082;0.002;0.516
compid;compid;PGD21_LAB_097;MHDD0244;8687.948;24120.308;1959.56;PGD21_LAB_09;PGD2021;53.58;15.46;17.04;0.14;90.63;88.55;85.25;84.63;18.19;17.1;55.92;0.175;43.34;2.07;2.8;5.22;7.36;Andesita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;6;5;1.437;-99;0.591;0.469;16.981;18.188;0;0.99;0.17;0;0.93;0.09;18.83;0.02;0.43;0.002;0.055;0.07;1.15;0.14;9.98;0.001;0.103;0.003;0.762
compid;compid;PGD21_LAB_098;MHDD0234A;9054.136;23970.673;2009.533;PGD21_LAB_09;PGD2021;38.51;14.96;16.49;-99;96.16;95.43;93.23;90.78;20.02;7.67;48.54;0.108;34.66;3.45;10.44;14.32;7.33;Andesita;Filica;AAS;C1;1;3;3;4;3;4;4;3;6;2;4.187;-99;1.482;1.251;19.415;20.024;0;0.74;0.17;0;0.7;0.07;6.53;0.01;0.04;0.001;0.033;0.02;0.4;0.04;3.17;0.002;0.038;0.001;0.398
compid;compid;PGD21_LAB_099;MHDD0241;9042.363;24071.609;2009.029;PGD21_LAB_09;PGD2021;45.24;14.78;16.29;-99;90.8;93.3;79.34;85.09;13.79;5.47;48.27;0.089;34.17;11.77;15.64;27.84;7.73;Andesita;Filica;BAS;C1;1;3;3;4;4;6;6;2;4;2;3.251;-99;1.196;0.917;13.24;13.792;0;0.19;0.05;0;0.74;0.08;8.47;0;0.01;0.001;0.013;0.02;0.23;0.04;3.9;0.002;0.077;0.002;0.462
compid;compid;PGD21_LAB_100;MHDD0227;9002.121;23903.192;2021.466;PGD21_LAB_10;PGD2021;48.93;16.43;18.12;-99;93.67;77.08;68.76;90.58;15.5;5.58;48.18;0.068;33.16;5.15;9.12;13.74;8.17;Porfido Feld;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;3;3.893;-99;1.397;1.293;15.004;15.498;0;0.33;0.01;0;0.46;0.22;6.73;0.01;0;0.001;0.02;0.02;0.68;0.08;2.93;0.001;0.029;0;0.246
compid;compid;PGD21_LAB_101;MHDD0194;8920.624;24130.129;1952.606;PGD21_LAB_10;PGD2021;61.76;16.25;17.92;-99;95.86;91.99;91.63;94.34;19.92;8.99;53.93;0.141;40.44;5.04;6.79;10.84;7.79;Brecha Hidro;Filica;AAS;C5;1;3;3;3;3;3;3;3;23;3;2.165;-99;0.867;0.695;19.638;19.925;0;0.67;0.15;0;0.95;0.15;8.15;0.02;0.25;0.001;0.041;0.02;0.28;0.03;3.63;0.002;0.154;0.002;0.772
compid;compid;PGD21_LAB_102;MHDD0194;8934.285;24130.209;1925.898;PGD21_LAB_10;PGD2021;43.06;14.97;16.51;-99;96.21;87.88;92.42;96.51;16.88;12.12;56.4;0.157;43.79;3.02;5.23;11.3;7.7;Dique de Por;Filica;AAS;C5;1;3;3;3;3;3;3;3;23;3;0.909;-99;0.343;0.313;17.245;16.881;0.03;0.78;0.1;0;1.09;0.25;10;0.01;0.3;0.001;0.078;0.02;0.15;0.07;4.45;0.003;0.135;0.002;0.75
compid;compid;PGD21_LAB_103;MHDD0248;8859.099;24170.392;2054.195;PGD21_LAB_10;PGD2021;68.18;15.74;17.36;-99;93.3;97.75;87.94;90.07;14.5;15.77;58.16;0.165;44.88;1.66;2.18;3.52;7.71;Porfido MM;Filica;BAS;PMM;1;2;2;4;5;5;5;2;4;3;1.556;-99;0.669;0.594;15.048;14.496;0;0.46;0.03;0;0.61;0.2;7.25;0;0.04;0.001;0.029;0.02;1.19;0.06;8.04;0.002;0.089;0.002;0.426
